ปี,ข้อที่,ประเภท,หมวดหมู่,โจทย์,ตัวเลือก ก,ตัวเลือก ข,ตัวเลือก ค,ตัวเลือก ง,เฉลย,คำอธิบาย
ปี 2568,11,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,ธาตุ A มีการจัดเรียงอิเล็กตรอน 1s22s22p63s2 ข้อใดผิด,ธาตุ A ทำปฏิกิริยากับน้ำได้ช้ากว่าโซเดียม,ไอออนที่เสถียรของ A มีจำนวนโปรตอนน้อยกว่าอิเล็กตรอน,ธาตุ A มี IE1 สูงกว่าธาตุที่เลขอะตอม 11 และ 20,ธาตุ A มีขนาดอะตอมใหญ่กว่าธาตุที่เลขอะตอม 9,ข,"A=Mg, Mg2+ มีโปรตอน=12 อิเล็กตรอน=10 → โปรตอน>อิเล็กตรอน ข้อ ข. บอกว่าโปรตอนน้อยกว่า จึงผิด"
ปี 2568,12,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,กำหนดให้ ไอออน A– มีการจัดเรียงอิเล็กตรอนเหมือนแก๊สมีสกุลที่อยู่ในคาบที่ 3 ธาตุ D มี 4 อิเล็กตรอนใน 3p ออร์บิทัล พิจารณาข้อความต่อไปนี้ I. ธาตุ A มี 5 อิเล็กตรอนใน 3p ออร์บิทัล II. ทุกธาตุที่อยู่หมู่เดียวกับ D มีสมบัติเป็นอโลหะ III. พลังงานไอออไนเซชันลำดับที่ 1 ของธาตุ A มีค่ามากกว่าธาตุ D IV. โมเลก,I และ III เท่านั้น,II และ III,II และ IV,"I, III และ IV",ง,(verified) ดูรูปในหน้า 4 ของข้อสอบปี 68
ปี 2568,13,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,ข้อใดต่อไปนี้เรียงลำดับค่าอิเล็กโทรเนกาติวิตีของธาตุจากมากไปน้อยได้ถูกต้อง,"12Mg, 20Ca, 33As, 35Br","15P, 33As, 20Ca, 19K","56Ba, 38Sr, 20Ca, 12Mg","53I, 51Sb, 38Sr, 20Ca",ก,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 68
ปี 2568,14,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,ข้อใดเป็นการจัดเรียงอิเล็กตรอนในอะตอมของธาตุแทรนซิชันในสถานะกระตุ้น,[Kr]4d3,[Ar]3d14s2,[Kr]4d25s15p1,[Ar]3d104s25p1,ข,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 68
ปี 2568,15,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,"กำหนดให้ธาตุ M, Q, R, T และ X มีค่าพลังงานไอออไนเซชันลำดับที่ 1 (IE1) และมีสมบัติดังตารางต่อไปนี้ ธาตุ IE1 (kJ/mol) สมบัติ M 786 เป็นของแข็งที่อุณหภูมิห้อง มีจุดหลอมเหลวสูง นำไฟฟ้าได้เล็กน้อย Q 1681 เป็นแก๊สที่อุณหภูมิห้อง สามารถเกิดปฏิกิริยากับลิเทียมได้สารประกอบไอออนิก LiQ R 496 เป็นโลหะที่ทำปฏิกิ","I, II และ III","I, II และ IV","II, III และ IV","I, III และ IV",ค,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 68
ปี 2568,16,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,F-18 ครึ่งชีวิต 110 นาที สลายตัวให้รังสีโพสิตรอน I.เริ่ม 8.00น. เหลือ 12.5% เวลา 13.50น. II.ผลิตภัณฑ์คือ 18O ข้อใดถูก,I และ II,II และ III,I และ III,II เท่านั้น,ก,"I: 13.50-8.00=350min, (1/2)^3.18 ≈ 12.5%✓ II: F(9)→O(8) เลขอะตอมลด 1✓ ทั้ง I และ II ถูก"
ปี 2568,17,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,การเปลี่ยนแปลงใดเป็นการสลายตัวที่มีการปลดปล่อยรังสีบีตา: I.38K→38Ar II.214Bi→214Po III.2H→3He IV.238U→239Np,I และ II,II และ III,III และ IV,II เท่านั้น,ง,"รังสีบีตา: Z+1, A ไม่เปลี่ยน. II: Bi(83)→Po(84) Z+1, A=214✓. I,III,IV ไม่ใช่ beta decay → II เท่านั้น"
ปี 2568,18,ปรนัย (MC),พันธะเคมี,โมเลกุลหรือไอออนในข้อใดที่เวกเตอร์สภาพขั้วของพันธะหักล้างกันไม่หมด,SO3,ClO3–,BCl4–,CO32–,ค,(verified) ดูรูปในหน้า 5 ของข้อสอบปี 68
ปี 2568,19,ปรนัย (MC),พันธะเคมี,ไอออนคู่ใดมีจำนวนอิเล็กตรอนคู่โดดเดี่ยวของอะตอมกลางไม่เท่ากัน แต่รูปร่างเหมือนกัน กำหนดให้ ทุกอะตอมมีจำนวนอิเล็กตรอนล้อมรอบไม่เกินแปด,NO2– และ ClO2–,NO3– และ SO32–,SO32– และ PO3–,ClO4– และ PO43–,ก,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 68
ปี 2568,20,ปรนัย (MC),พันธะเคมี,ไอออนคู่ใดมีอิเล็กตรอนคู่โดดเดี่ยวรอบอะตอมกลางเป็น 2 คู่เท่ากัน,BH2– และ CH3–,ClF4– และ ClO2–,IF2– และ SF5–,SnCl3– และ NH2–,ง,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 68
ปี 2568,21,ปรนัย (MC),พันธะเคมี,พิจารณาโมเลกุลและไอออนที่ยังเติมจำนวนพันธะและอิเล็กตรอนคู่โดดเดี่ยวไม่สมบูรณ์ต่อไปนี้ I. N−C−C−N II. O−N−C−C−H III. [H2C−C−N]− โมเลกุลหรือไอออนใดที่เกิดทั้งพันธะ C=C และ C=N,I เท่านั้น,II เท่านั้น,III,I และ II,ข,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 68
ปี 2568,22,ปรนัย (MC),พันธะเคมี,ข้อใดเปรียบเทียบมุมพันธะได้ถูกต้อง,Cl2O  CCl4  BCl3  XeF2,Cl2O  BCl3  XeF2  CCl4,CCl4  Cl2O  BCl3  XeF2,Cl2O  BCl3  CCl4  XeF2,ค,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 68
ปี 2568,23,ปรนัย (MC),พันธะเคมี,"พิจารณาสมบัติของธาตุ A, D, E, G, J ในตารางต่อไปนี้ ธาตุ สมบัติ A มีเลขอะตอมเท่ากับ 20 D อยู่ในคาบ 3 และมีเวเลนซ์อิเล็กตรอนเท่ากับ 5 E อยู่ในคาบ 2 และเกิดสารประกอบกับ D ได้โมเลกุลที่มีรูปร่างเป็นพีระมิดคู่ฐานสามเหลี่ยม G อยู่ในคาบเดียวกับ D และเกิดสารประกอบกับ D ได้สารที่มีสูตรเคมีเป็น GD J อยู่ในคาบ",A3D2,AE2,GE2,G2J3,ค,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 68
ปี 2568,24,ปรนัย (MC),พันธะเคมี,โมเลกุลในข้อใดมีแรงระหว่างโมเลกุลเป็นแรงแผ่กระจายลอนดอนเท่านั้น,PCl5 และ SiF4,BCl3 และ NH3,XeF6 และ SCl6,XeO3 และ SnBr4,ก,(verified) ดูรูปในหน้า 6 ของข้อสอบปี 68
ปี 2568,25,ปรนัย (MC),พันธะเคมี,โมเลกุลในข้อใดต่อไปนี้มีจำนวนอิเล็กตรอนล้อมรอบเป็นเลขคี่,CO2,SO2,ClO2,XeO2,ค,(verified) ดูรูปในหน้า 7 ของข้อสอบปี 68
ปี 2568,26,ปรนัย (MC),พันธะเคมี,"พิจารณาข้อมูลต่อไปนี้ สูตรโมเลกุล รูปร่างโมเลกุล จำนวนอิเล็กตรอนคู่โดดเดี่ยวรอบอะตอมกลาง (คู่) XF4 ทรงสี่หน้าบิดเบี้ยว 1 YCl3 สามเหลี่ยมแบนราบ 0 ZCl3 รูปตัวที 2 ธาตุ X, Y, Z ในข้อใดเป็นไปได้ X Y Z",Cl N Br,Cl B F,S N P,S B I,ง,(verified) ดูรูปในหน้า 7 ของข้อสอบปี 68
